,diposting_oleh,sedang_pembangunan,disetujui_pemerintah,total_ruangan,tipe_a_atau_b,kaki_persegi,siap_pindah,dijual_kembali,alamat,longitude,latitude,harga,harga_per_kaki_persegi,harga_per_ruang
22490,Dealer,1,0,3,tipe_a,1363.539672,1,1,"Survey,Guwahati",91.76667,26.16667,64.1,0.04701000001413966,21.366666666666664
22491,Owner,0,0,1,selain tipe_a dan tipe_b,505.9265684,1,1,"Vaishali,Ghaziabad",77.3445,28.6423,35.0,0.06917999999622079,35.0
22492,Owner,0,0,3,tipe_a,1365.08418,1,1,"Padi Kuppam,Chennai",80.190686,13.100352,90.0,0.0659300000092302,30.0
22493,Dealer,0,0,2,tipe_b,1176.470588,1,1,"Bellandur,Bangalore",77.6765,12.9255,55.0,0.04675000000935001,27.5
22494,Owner,0,1,3,tipe_a,1176.470588,1,1,"Vibhuti Khand,Lucknow",80.91583,26.86056,120.0,0.10200000002040001,40.0
22495,Dealer,0,0,2,tipe_b,1100.110011,1,1,"Shankar Kalat Nagar,Pune",73.839897,19.957301,70.0,0.06363000000006364,35.0
22496,Dealer,1,1,3,tipe_a,1174.027935,0,1,"Noida Extension,Noida",77.431173,28.579004,31.1,0.02649000000157577,10.366666666666667
22497,Dealer,0,1,3,tipe_a,1340.044743,1,1,"Noida Extension,Noida",77.431173,28.579004,59.9,0.04469999999097045,19.966666666666665
22498,Owner,0,0,2,tipe_b,999.6140486,1,1,"Meher Colony,Nagpur",83.895443,18.304279,25.9,0.025910000000774296,12.95
22499,Dealer,0,0,2,tipe_b,1148.105626,1,1,"Dodda Nekkundi Extension,Bangalore",77.59796,12.96991,70.0,0.060969999985001376,35.0
22501,Dealer,1,1,2,tipe_b,1146.411483,0,1,"Doddakallasandra,Bangalore",77.557654,12.880993,59.9,0.0522500000115578,29.95
22502,Dealer,0,1,2,tipe_b,975.1960992,1,1,"Wagholi,Pune",77.32633,18.5823,46.0,0.04717000000075472,23.0
22503,Owner,0,0,3,tipe_a,1176.470588,1,1,"Crossing Republik,Ghaziabad",77.434197,28.629811,65.0,0.05525000001105,21.666666666666668
22504,Dealer,0,0,2,tipe_b,986.3317325,1,1,"Sector-45 Noida,Noida",77.32633,28.553374,26.7,0.027070000001241972,13.35
22505,Dealer,0,0,2,tipe_b,850.0303582,1,1,"Mansarovar,Jaipur",75.7633,26.8626,28.0,0.03294000000104937,14.0
22506,Owner,0,0,3,tipe_a,1564.210856,1,1,"Sector-77 Noida,Noida",77.390253,28.568096,100.0,0.06392999998460566,33.333333333333336
22507,Dealer,0,0,1,selain tipe_a dan tipe_b,1176.470588,1,1,"Balewadi,Pune",74.735239,18.097689000000003,48.0,0.04080000000816,48.0
22509,Owner,0,0,2,tipe_b,1096.067054,1,1,"Modipuram,Meerut",77.6824,28.9927,34.0,0.031019999986241716,17.0
22510,Dealer,1,1,2,tipe_b,1176.470588,0,0,"Zirakpur,Chandigarh",76.822397,30.662283,93.0,0.07905000001581,46.5
22511,Dealer,0,1,1,selain tipe_a dan tipe_b,665.077174,1,1,"Mira Road,Lalitpur",72.864964,19.283359,53.0,0.07969000000592412,53.0
22515,Owner,0,0,2,tipe_b,750.0,1,1,"Jarahbhata,Bilaspur",82.13499399999999,22.077311,45.0,0.06,22.5
22516,Owner,0,0,3,tipe_a,1210.136674,1,1,"8th Phase JP Nagar,Bangalore",77.580403,12.905368,85.0,0.07024000001507268,28.333333333333332
22517,Dealer,0,0,3,tipe_a,1084.030557,0,1,"Korattur,Chennai",80.188519,13.114624,59.6,0.05497999997798955,19.866666666666667
22518,Owner,0,0,2,tipe_b,1041.816871,1,1,"7th Phase, JP Nagar, South Bangalore,Bangalore",77.580403,12.905368,57.8,0.05547999999704362,28.9
22519,Owner,0,0,2,tipe_b,627.6747504,1,1,"Opp new Rahul hospital,Nadiad",77.32633,-6.240302,13.2,0.021029999998547017,6.6
22520,Dealer,0,0,2,tipe_b,1101.159888,1,1,"Shankar Kalat Nagar,Pune",73.839897,19.957301,75.0,0.06811000002571835,37.5
22521,Dealer,0,1,3,tipe_a,1774.647887,1,1,"Kotra,Ajmer",74.595478,26.474702,50.4,0.028400000005184126,16.8
22522,Owner,0,0,2,tipe_b,700.1166861,1,1,"Manipal,Udupi",74.784239,13.357135,18.0,0.025710000000527054,9.0
22523,Dealer,0,0,2,tipe_b,935.0393701,1,1,"Madurdaha,Kolkata",88.33778000000001,22.54111,38.0,0.04063999999907597,19.0
22524,Owner,0,0,3,tipe_a,1236.312257,1,1,"Behala Chowrasta,Kolkata",88.313191,22.486964,35.0,0.02831000000350235,11.666666666666666
22525,Dealer,0,1,2,tipe_b,1008.082622,1,1,"Thanisandra,Bangalore",77.622157,13.055985,44.9,0.044540000015990754,22.45
22526,Owner,1,1,1,selain tipe_a dan tipe_b,589.9705015,0,1,"Raj Nagar Extension,Ghaziabad",75.775927,26.900926,24.0,0.040679999998271106,24.0
22528,Dealer,0,1,2,tipe_b,899.6471972,0,1,"Ambernath East,Lalitpur",78.416,24.6902,45.9,0.05101999999872839,22.95
22529,Dealer,0,1,2,tipe_b,836.9981558,1,1,"Hinjewadi,Pune",73.7413,18.5853,59.0,0.07048999999720192,29.5
22530,Owner,0,0,3,tipe_a,1500.0,1,1,"Electronics City Phase 1,Bangalore",77.659441,12.840956,90.0,0.06,30.0
22531,Dealer,0,1,3,tipe_a,811.9878940000001,1,1,"Ghodbunder Road,Lalitpur",78.41889,24.69028,110.0,0.1354699999997783,36.666666666666664
22534,Dealer,0,0,3,tipe_a,1399.892934,1,1,"Sector 84 Faridabad,Faridabad",77.367514,28.40473,52.3,0.037359999989827794,17.433333333333334
22535,Owner,0,0,3,tipe_a,1571.179178,1,1,"Electronics City Phase 1,Bangalore",77.659441,12.840956,99.0,0.06300999999632123,33.0
22536,Owner,0,0,2,tipe_b,1400.037334,1,1,"Vadakkekad,Thrissur",77.32633,10.654996,75.0,0.05357000001258538,37.5
22537,Dealer,1,1,3,tipe_a,1475.048249,0,1,,76.82,30.65,53.5,0.03627000000594557,17.833333333333332
22538,Dealer,0,1,1,selain tipe_a dan tipe_b,528.8232492,1,1,"Noida Extension,Noida",77.431173,28.579004,22.2,0.04197999999732236,22.2
22539,Owner,0,0,2,tipe_b,1078.91492,1,1,"Bagharbari,Guwahati",91.83335,26.141934,35.0,0.03243999999555109,17.5
22540,Dealer,0,1,2,tipe_b,956.2084257,1,1,"Sector-134 Noida,Noida",77.32633,28.5041,34.5,0.03608000000077807,17.25
22541,Owner,0,0,3,tipe_a,1176.470588,1,1,"Collectorate,Kottayam",77.32633,9.59167,36.0,0.030600000006120003,12.0
22542,Dealer,0,1,2,tipe_b,1030.181087,1,1,"Raj Nagar Extension,Ghaziabad",75.775927,26.900926,25.6,0.0248499999884001,12.8
22543,Dealer,1,1,1,selain tipe_a dan tipe_b,411.01520760000005,1,1,"Mira Road East,Lalitpur",72.8675,19.2836,50.0,0.12164999998895416,50.0
22544,Dealer,0,0,3,tipe_a,1582.278481,1,1,"Arcot Road,Chennai",78.94720600000001,26.340786,140.0,0.08848000000070784,46.666666666666664
22545,Dealer,0,0,3,tipe_a,1275.184902,1,1,"Manish Nagar,Nagpur",79.074805,21.094632,50.0,0.03920999999418124,16.666666666666668
22546,Owner,1,0,1,selain tipe_a dan tipe_b,747.6190475999999,0,1,"Dindoli,Surat",72.862596,21.142359,15.7,0.02100000000053503,15.7
22547,Dealer,0,0,2,tipe_b,1700.060716,1,1,"Ballygunge,Kolkata",77.32633,22.529,140.0,0.08235000002199921,70.0
22548,Owner,1,0,2,tipe_b,1445.0867050000002,0,1,"Kalyaninagar,deshaiphet Road ,Opp Nagarjuna School,Warangal",77.32633,18.00222,55.0,0.038060000005328394,27.5
22549,Dealer,0,1,2,tipe_b,636.0424028,0,1,"Balkum,Mumbai",72.988231,19.222101,90.0,0.14150000000597446,45.0
22550,Owner,0,0,3,tipe_a,1000.0,1,1,"Hosur To Bagalur,Hosur",75.797601,15.873860999999998,12.0,0.012,4.0
22551,Owner,0,0,1,selain tipe_a dan tipe_b,444.9938195,1,1,"Pilkhuwa,Hapur",77.642014,28.715456,10.8,0.02427000000165171,10.8
22552,Dealer,0,0,1,selain tipe_a dan tipe_b,774.1027445000001,1,1,"Sughad,Gandhinagar",72.628827,23.126218,22.0,0.02842000000169228,22.0
22553,Dealer,0,1,4,selain tipe_a dan tipe_b,2134.4101530000003,1,1,"Mansarovar Extension,Jaipur",75.7633,26.8626,74.0,0.034669999997887,18.5
22554,Owner,0,0,3,tipe_a,2000.0,1,1,"Mansarovar,Jaipur",75.7633,26.8626,62.0,0.031,20.666666666666668
22555,Owner,0,0,3,tipe_a,1920.0,1,1,"Mashobra,Shimla",77.17222,31.10333,120.0,0.0625,40.0
22556,Dealer,0,0,3,tipe_a,1361.2850529999998,1,1,"Sector-18 Ulwe,Mumbai",73.02510600000001,18.973908,100.0,0.07346000000486307,33.333333333333336
22558,Owner,0,0,3,tipe_a,1400.560224,1,1,"Lankelapalem,Visakhapatnam",83.099817,17.682023,30.0,0.02142000000137088,10.0
22559,Dealer,0,0,1,selain tipe_a dan tipe_b,550.0868558,1,1,"Indira Nagar,Lalitpur",80.99441999999999,26.886881,19.0,0.034540000001214356,19.0
22560,Owner,0,1,3,tipe_a,1704.694466,1,1,"Faizabad Road,Lucknow",80.91583,26.86056,65.0,0.03813000000669915,21.666666666666668
22561,Owner,0,0,3,tipe_a,1169.113649,1,1,"Narayanpur,Kolkata",88.5424,22.40107,43.0,0.03677999999125834,14.333333333333334
22563,Dealer,1,1,2,tipe_b,1059.322034,1,1,"Goregaon (West),Maharashtra",72.839616,19.161955,130.0,0.12271999998821888,65.0
22564,Dealer,1,1,1,selain tipe_a dan tipe_b,450.0112503,1,1,"Hiranandani Estate,Lalitpur",72.9815265,19.255098,60.0,0.1333299999944468,60.0
22565,Dealer,0,0,2,tipe_b,1386.748844,1,1,"Sector 77 Faridabad,Faridabad",77.37273,28.368269,36.0,0.025960000007038044,18.0
22566,Owner,0,0,2,tipe_b,910.1069775,1,1,"Rahatani,Pune",73.787111,18.602428,57.0,0.06262999999909352,28.5
22568,Dealer,0,1,3,tipe_a,2017.703723,1,1,"Mullanpur,Chandigarh",77.32633,30.73528,77.5,0.038409999999786885,25.833333333333332
22570,Dealer,0,1,3,tipe_a,1900.161031,1,1,"Dera Bassi,Chandigarh",76.84983000000001,30.594843,59.0,0.031049999993395295,19.666666666666668
22571,Dealer,0,0,2,tipe_b,1101.101101,1,1,"Velachery,Chennai",80.22318299999999,12.982389,66.0,0.059940000005503584,33.0
22572,Dealer,0,0,3,tipe_a,1489.361702,1,1,"Kharghar,Maharashtra",73.06612,19.038205,140.0,0.09400000000805715,46.666666666666664
22573,Owner,0,0,2,tipe_b,773.0881737999999,1,1,"Behala,Kolkata",88.31755600000001,22.498882,37.0,0.04786000000249907,18.5
22574,Dealer,0,0,2,tipe_b,1176.470588,1,0,"Rajarhat,Kolkata",88.33778000000001,22.54111,37.0,0.03145000000629,18.5
22576,Dealer,0,0,2,tipe_b,880.0880087999999,1,1,"Kasar vadavali,Lalitpur",78.416,24.6902,80.0,0.09090000000009091,40.0
22577,Owner,1,0,3,tipe_a,1129.943503,0,1,,77.64685899999999,12.973237,30.0,0.02654999999588475,10.0
22578,Dealer,0,0,2,tipe_b,1250.0,1,1,"Action Area I,Kolkata",88.33778000000001,22.54111,62.0,0.0496,31.0
22579,Dealer,1,1,2,tipe_b,970.2009702,0,1,"Mamurdi,Pune",73.714564,18.673472,42.0,0.04329000000004329,21.0
22580,Dealer,0,0,2,tipe_b,1100.046318,1,1,"Aundh,Pune",73.81130300000001,18.556218,95.0,0.0863599999795645,47.5
22581,Dealer,0,0,2,tipe_b,974.9303621,1,1,"Zingabai Takli,Nagpur",79.491924,21.033401,28.0,0.028720000000500547,14.0
22582,Owner,0,0,2,tipe_b,975.5501222,1,1,"Rajarhat,Kolkata",88.33778000000001,22.54111,39.9,0.04090000000207062,19.95
22583,Dealer,0,0,2,tipe_b,800.0,1,1,"Raiya Road,Rajkot",70.79836,22.29691,35.0,0.04375,17.5
22584,Dealer,1,0,2,tipe_b,844.6951888,0,1,"Wakad,Pune",73.7625,18.5993,53.9,0.06381000000316327,26.95
22585,Owner,0,1,4,selain tipe_a dan tipe_b,2123.252201,1,1,"Katara Hills,Bhopal",77.498465,23.185756,41.0,0.019309999999383026,10.25
22586,Dealer,0,0,3,tipe_a,1318.637275,1,1,"Kharar-Landran Road,Mohali",76.65,30.74,32.9,0.024949999991468463,10.966666666666667
22587,Dealer,0,1,2,tipe_b,1017.857143,0,1,"Jahangirabad,Surat",77.32633,21.17,28.5,0.027999999996070175,14.25
22588,Dealer,0,1,2,tipe_b,1202.039825,1,1,"Lullanagar,Pune",73.84778,18.52361,99.0,0.08236000001081495,49.5
22589,Dealer,1,1,3,tipe_a,1356.085433,0,1,"Whitefield,Bangalore",77.761394,12.9958935,120.0,0.08849000002494681,40.0
22591,Dealer,0,0,1,selain tipe_a dan tipe_b,685.0357741,1,1,"Sector-10 New Panvel,Lalitpur",76.847349,30.688668,45.0,0.0656899999990818,45.0
22592,Owner,0,0,1,selain tipe_a dan tipe_b,640.1137980000001,1,1,"Vasant Vatika, Ranjit Sagar Road,Jamnagar",70.05544300000001,22.458777,13.5,0.021090000000281196,13.5
22593,Dealer,1,1,1,selain tipe_a dan tipe_b,444.2132223,0,0,"Ghodbunder Road,Maharashtra",72.82,18.96,55.5,0.12494000001314234,55.5
22594,Dealer,1,0,3,tipe_a,2000.0,1,1,,78.5,17.45,70.0,0.035,23.333333333333332
22595,Owner,0,0,2,tipe_b,809.9352052,1,1,"shingnapur,Kolhapur",74.182597,16.708038000000002,30.0,0.03703999999924932,15.0
22596,Dealer,0,0,3,tipe_a,1829.826167,1,1,"Dona Paula,Goa",73.80333,15.45056,140.0,0.07650999997968659,46.666666666666664
22597,Dealer,1,1,3,tipe_a,1504.651163,0,1,"Zirakpur,Chandigarh",76.822397,30.662283,64.7,0.04299999999401855,21.566666666666666
22598,Dealer,0,0,3,tipe_a,2000.0,0,1,"Annapurna Main Road,Indore",83.97721899999999,26.90595,72.0,0.036,24.0
22599,Dealer,0,1,2,tipe_b,1286.173633,1,1,"Thoraipakkam,Chennai",80.23938299999999,12.946431,84.0,0.06531000002236867,42.0
22600,Owner,0,0,2,tipe_b,899.8342411,1,1,"Narendrapur,Kolkata",88.39583,22.43917,38.0,0.042229999998162994,19.0
22601,Dealer,0,0,3,tipe_a,1023.67688,1,1,"Vinayagapuram,Chennai",80.27,13.09,44.1,0.043080000009377964,14.700000000000001
22603,Owner,0,0,1,selain tipe_a dan tipe_b,549.9541705,1,1,"Sector-12 Pratap Vihar,Ghaziabad",77.402621,28.6496,18.0,0.03272999999915447,18.0
22604,Dealer,0,0,3,tipe_a,1485.282204,1,1,"Shankar Kalat Nagar,Pune",77.32633,19.957301,110.0,0.07405999998098678,36.666666666666664
22606,Owner,0,0,2,tipe_b,904.9773756,1,1,"Mallasandra,Bangalore",77.541551,12.859291,50.0,0.0552499999979005,25.0
22607,Builder,0,1,2,tipe_b,505.7010135,1,1,"Wagholi,Pune",73.983,18.5823,47.9,0.09472000000253114,23.95
22609,Dealer,0,1,3,tipe_a,1521.179499,1,1,"Konanakunte,Bangalore",77.32633,12.8855,130.0,0.08546000001016316,43.333333333333336
22611,Owner,0,0,2,tipe_b,1660.210293,1,1,"Jakkur,Bangalore",77.58572099999999,12.928575,90.0,0.05421000000992043,45.0
22612,Dealer,0,0,2,tipe_b,1020.122262,1,1,"Sector 23 Ulwe,Lalitpur",77.05185,28.509982,80.1,0.07851999998800144,40.05
22613,Dealer,0,1,2,tipe_b,1190.0,1,1,"8th Phase JP Nagar,Bangalore",77.580403,12.905368,59.5,0.05,29.75
22614,Dealer,1,1,3,tipe_a,1844.090528,0,1,"Mysore Road,Bangalore",77.59796,12.96991,110.0,0.05965000000260291,36.666666666666664
22615,Owner,0,0,3,tipe_a,1449.275362,1,1,"Kalwar Road,Jaipur",75.5846,26.9883,26.0,0.0179400000039468,8.666666666666666
22617,Dealer,1,0,3,tipe_a,1176.470588,1,1,"Barasat,Kolkata",88.600902,22.747639000000003,23.0,0.019550000003910002,7.666666666666667
22618,Dealer,1,0,1,selain tipe_a dan tipe_b,868.0555555999999,0,1,"Nipania,Indore",77.32633,22.760061,32.5,0.037439999998083076,32.5
22619,Dealer,0,0,2,tipe_b,1100.066269,1,1,"Ulwe,Lalitpur",77.32633,24.69028,83.0,0.0754500000035907,41.5
22621,Dealer,1,0,3,tipe_a,1051.428571,0,0,"Bamunara,Durgapur",87.857086,23.414972,18.4,0.017500000007133153,6.133333333333333
22622,Dealer,0,0,2,tipe_b,1337.862556,1,1,"Sector 88 Faridabad,Faridabad",77.351104,28.431862,51.2,0.038269999986456006,25.6
22623,Dealer,0,0,2,tipe_b,1176.470588,1,1,"Sector-35G Kharghar,Maharashtra",72.82,18.96,80.0,0.0680000000136,40.0
22624,Owner,0,1,2,tipe_b,1176.470588,1,1,"Dighori,Nagpur",79.23925899999999,21.118085,36.0,0.030600000006120003,18.0
22625,Owner,0,0,2,tipe_b,1055.099648,1,1,"Wakad,Pune",73.7625,18.5993,90.0,0.08530000002426312,45.0
22627,Dealer,0,1,2,tipe_b,849.0766292000002,1,1,"Undri,Pune",77.32633,18.452663,40.0,0.047109999998101455,20.0
22628,Owner,0,0,3,tipe_a,1302.559415,1,1,"Vasco,Goa",73.303212,22.82281,57.0,0.04375999999969291,19.0
22629,Dealer,0,0,2,tipe_b,870.0481302999999,1,1,"Bishnupur,Kolkata",88.793352,22.710469,23.5,0.027010000000686173,11.75
22630,Dealer,0,0,3,tipe_a,1350.364964,1,1,"Mansarovar,Jaipur",75.7633,26.8626,37.0,0.027399999989928647,12.333333333333334
22632,Dealer,0,0,2,tipe_b,997.1014493,1,1,"Umergam,Vapi",72.9,20.366670000000003,17.2,0.017249999999573763,8.6
22634,Dealer,0,0,2,tipe_b,1176.470588,1,1,"Electronics City Phase 1,Bangalore",77.32633,12.840956,85.0,0.07225000001445,42.5
22636,Dealer,0,0,2,tipe_b,1317.027281,1,1,"Sector-77 Noida,Noida",77.390253,28.568096,70.0,0.0531500000112754,35.0
22637,Owner,0,0,2,tipe_b,1197.809719,1,1,"Bhayli,Vadodara",73.128222,22.288976,35.0,0.029220000009033152,17.5
22638,Owner,0,0,2,tipe_b,1146.072098,1,1,"Mohamadwadi,Pune",73.84778,18.52361,55.0,0.04799000001481582,27.5
22640,Dealer,0,1,3,tipe_a,1640.240569,1,1,"Sector-45 Noida,Noida",77.355611,28.553374,90.0,0.05486999998717871,30.0
22641,Dealer,1,1,1,selain tipe_a dan tipe_b,743.8231469,0,1,"Badlapur (East),Lalitpur",77.32633,24.69028,28.6,0.03845000000227877,28.6
22642,Dealer,1,1,2,tipe_b,1250.0,0,1,"Zirakpur,Chandigarh",76.822397,30.662283,55.0,0.044,27.5
22643,Owner,0,0,2,tipe_b,630.1197227000001,1,1,"Darbargadh,Morbi",70.608135,22.431265,20.0,0.03174000000238367,10.0
22644,Dealer,0,0,2,tipe_b,1480.0818769999998,1,1,"Sector-86 Gurgaon,Gurgaon",77.32633,28.397468,94.0,0.06350999999441248,47.0
22645,Dealer,0,0,2,tipe_b,1098.538425,1,0,"Pallavaram,Chennai",80.1502,12.968,69.9,0.0636300000157027,34.95
22646,Owner,0,0,2,tipe_b,650.0541712,1,1,"Yanamalakuduru,Vijayawada",80.66242199999999,16.485583,30.0,0.04614999999864627,15.0
22649,Dealer,0,0,1,selain tipe_a dan tipe_b,604.0361865,1,1,"Baner,Pune",73.77588,18.558319,43.4,0.07184999999995861,43.4
22650,Owner,0,0,3,tipe_a,1300.052002,1,1,"Jp Nagar 1 St Phase Shakambari Nagara,Bangalore",77.32633,12.912064,100.0,0.07692000000473828,33.333333333333336
22651,Dealer,0,1,3,tipe_a,1240.226476,1,1,"Sector 84 Faridabad,Faridabad",77.367514,28.40473,46.0,0.03709000000416053,15.333333333333334
22652,Owner,0,0,2,tipe_b,1155.234657,1,1,"Medical College Pilibhit Bypass Road,Bareilly",79.76666999999999,28.63333,32.0,0.02770000000095219,16.0
22653,Dealer,0,0,1,selain tipe_a dan tipe_b,650.0426257,1,1,"Sector 11 Kharghar,Mumbai",73.070481,19.037971,61.0,0.09384000000663341,61.0
22654,Owner,0,0,3,tipe_a,1800.288046,1,1,"Trimulgherry,Secunderabad",78.50944,17.47111,75.0,0.0416600000020219,25.0
22655,Owner,0,0,3,tipe_a,1350.256549,1,1,"Uttarahalli,Bangalore",77.54264,12.90579,50.0,0.03702999999298652,16.666666666666668
22656,Owner,0,0,1,selain tipe_a dan tipe_b,750.1875468999999,1,1,,73.187321,22.35962,20.0,0.02665999999952812,20.0
22658,Dealer,1,1,1,selain tipe_a dan tipe_b,676.3636364,1,1,"Thanisandra,Bangalore",77.622157,13.055985,37.2,0.05499999999704301,37.2
22659,Dealer,0,0,3,tipe_a,1434.13235,1,1,"Sector-35G Kharghar,Lalitpur",78.41889,24.69028,140.0,0.097619999995119,46.666666666666664
22660,Dealer,1,1,2,tipe_b,627.0499711,0,0,"Thanisandra,Bangalore",77.622157,13.055985,65.0,0.1036599999932605,32.5
22661,Dealer,0,0,1,selain tipe_a dan tipe_b,790.0487477,1,1,"Chikan Ghar,Lalitpur",78.41889,24.69028,47.0,0.05948999999914815,47.0
22662,Dealer,1,1,2,tipe_b,941.2167365,0,1,"Majiwada,Maharashtra",72.992114,19.218498,110.0,0.11687000000557257,55.0
22664,Dealer,1,1,2,tipe_b,735.1837959,1,0,"Sohna,Gurgaon",77.07,28.25,29.4,0.03999000000266464,14.7
22665,Owner,0,0,3,tipe_a,1350.08438,1,1,"Vytilla,Kochi",76.318152,9.966018,72.0,0.05333000001081414,24.0
22666,Dealer,0,1,1,selain tipe_a dan tipe_b,644.9803702,1,1,"Punawale,Pune",73.745912,18.637802,34.5,0.05348999999690223,34.5
22667,Dealer,0,1,3,tipe_a,2069.8892,1,1,"Sector-107 Noida,Noida",77.37849399999999,28.546788,170.0,0.08213000000193246,56.666666666666664
22668,Owner,0,0,1,selain tipe_a dan tipe_b,339.8058252,1,1,"Mithila,Bankura",87.08368,23.244599,4.9,0.0144200000018128,4.9
22669,Dealer,1,0,2,tipe_b,884.1036414999999,0,1,"Tathawade,Pune",73.7447,18.6182,50.5,0.05711999999719491,25.25
22670,Builder,0,1,3,tipe_a,1307.317073,1,0,"Katara Hills,Bhopal",77.498465,23.185756,26.8,0.02050000000267724,8.933333333333334
22671,Owner,0,0,2,tipe_b,500.0,1,1,"Vedapatti,Coimbatore",76.88441999999999,10.995621,20.0,0.04,10.0
22674,Owner,0,0,3,tipe_a,1594.202899,1,1,"BTM Layout,Bangalore",77.59796,12.96991,110.0,0.06899999998055455,36.666666666666664
22675,Dealer,0,0,2,tipe_b,960.9884453,1,1,"Magarpatta,Pune",73.926175,18.510861,84.0,0.08740999999617789,42.0
22676,Dealer,0,1,3,tipe_a,1733.860994,0,1,"Mastemau,Lucknow",81.028655,26.80382,70.1,0.04043000000725548,23.366666666666664
22677,Dealer,0,0,3,tipe_a,1200.0,1,1,"Jagdeo Path,Patna",85.14139,25.61,48.0,0.04,16.0
22680,Owner,0,0,3,tipe_a,1305.948,1,1,"Taratala,Kolkata",88.13528000000001,22.388876,110.0,0.0842299999693709,36.666666666666664
22681,Dealer,0,0,2,tipe_b,749.9318244,1,1,"New Sanghvi,Pune",73.815235,18.57942,55.0,0.07333999999800515,27.5
22683,Owner,0,0,2,tipe_b,1222.120379,1,1,,77.59796,12.96991,80.0,0.06545999999235755,40.0
22684,Dealer,0,0,3,tipe_a,951.1170095,1,1,,88.33778000000001,22.54111,43.0,0.04521000000053096,14.333333333333334
22685,Dealer,0,0,2,tipe_b,1300.156331,1,1,"Sector 84 Faridabad,Faridabad",77.367514,28.40473,49.9,0.03838000001247543,24.95
22688,Dealer,1,0,1,selain tipe_a dan tipe_b,635.039223,0,1,"Ulwe,Lalitpur",77.32633,24.69028,34.0,0.05354000000091333,34.0
22689,Owner,0,0,2,tipe_b,1062.281723,1,1,"Kereguddadahalli,Bangalore",77.517166,13.079235,36.5,0.03435999999785368,18.25
22690,Builder,1,0,2,tipe_b,718.4210526,1,0,"Salt Lake,Kolkata",88.33778000000001,22.54111,27.3,0.03800000000167033,13.65
22691,Owner,0,0,3,tipe_a,1420.959147,1,1,"T C PALYA MAIN ROAD,Bangalore",77.504595,28.776296,120.0,0.08445000002522944,40.0
22692,Owner,0,0,2,tipe_b,1100.244499,1,1,"Mallappa Layout,Bangalore",77.59796,12.96991,45.0,0.040899999991729115,22.5
22694,Dealer,0,0,2,tipe_b,1046.167842,1,1,"Action area 1A,Kolkata",77.32633,22.582439,46.0,0.043969999987822216,23.0
22695,Owner,0,1,2,tipe_b,930.2325581,1,1,"Gotri,Vadodara",73.145436,22.312358,32.0,0.034400000001462,16.0
22696,Owner,0,1,3,tipe_a,1601.195559,1,1,"Chokkanahalli,Bangalore",77.628516,13.083275,75.0,0.04684000001026733,25.0
22697,Dealer,0,0,2,tipe_b,750.0,1,1,"Sector-79 Mohali,Mohali",76.712936,30.678174,45.0,0.06,22.5
22698,Dealer,0,1,2,tipe_b,936.2279512,1,1,"Lohegaon,Pune",73.946088,18.595456,41.4,0.044219999997795405,20.7
22702,Owner,0,1,2,tipe_b,1099.29078,1,1,"Vadsar,Vadodara",73.2,22.3,15.5,0.014100000001819355,7.75
22703,Owner,0,1,2,tipe_b,1562.2128289999998,1,1,"Hosa Road,Bangalore",77.656426,12.863589,85.0,0.05440999998342736,42.5
22704,Owner,0,0,2,tipe_b,1000.0,1,1,"Gubbalala,Bangalore",77.59796,12.96991,44.5,0.0445,22.25
22705,Dealer,1,0,3,tipe_a,1163.027953,0,1,"VIP Road,Guwahati",88.431928,22.616946,57.0,0.049010000020180085,19.0
22706,Owner,0,0,3,tipe_a,1400.180668,1,1,"Samardha,Bhopal",77.58272,23.33225,31.0,0.02214000000748475,10.333333333333334
22707,Owner,0,0,2,tipe_b,1255.01133,1,1,"Sector-4 Vaishali,Ghaziabad",77.32633,28.644695,72.0,0.057369999998326704,36.0
22708,Owner,0,0,1,selain tipe_a dan tipe_b,725.0880463999999,1,1,"Lohegaon,Pune",73.946088,18.595456,35.0,0.04827000000037513,35.0
22709,Dealer,1,0,3,tipe_a,1097.959184,0,1,"Fuljhore,Durgapur",87.32,23.55,26.9,0.024499999992713753,8.966666666666667
22710,Dealer,0,0,1,selain tipe_a dan tipe_b,734.9762214,1,1,"Sector 35I Kharghar,Maharashtra",72.82,18.96,68.0,0.09251999999465561,68.0
22712,Owner,0,0,1,selain tipe_a dan tipe_b,749.6592458,1,1,"Amroli,Surat",72.85651999999999,21.23994,16.5,0.02200999999992263,16.5
22713,Dealer,0,0,2,tipe_b,780.2340702,1,1,"Suman Sankul Apartment,Maharashtra",72.82,18.96,18.0,0.02307000000062289,9.0
22714,Dealer,0,0,2,tipe_b,1176.470588,1,1,"Yemlur,Bangalore",77.59796,12.96991,93.5,0.07947500001589501,46.75
22715,Dealer,0,0,1,selain tipe_a dan tipe_b,350.0072918,1,1,"Adharwadi,Lalitpur",78.41889,24.69028,24.0,0.06857000000363991,24.0
22717,Dealer,0,1,2,tipe_b,1176.470588,1,1,"Ghodbunder Road,Lalitpur",77.32633,24.69028,87.0,0.07395000001479,43.5
22718,Owner,0,0,2,tipe_b,935.1432881,1,1,"Waluj,Aurangabad",75.23066700000001,19.788469,31.0,0.03314999999944929,15.5
22719,Dealer,1,0,2,tipe_b,823.3333332999999,0,1,"Joka,Kolkata",88.298947,22.452032,24.7,0.030000000001214576,12.35
